-2.75,3.84,0.0,1.0
-2.66,3.78,0.0,1.0
-2.63,3.68,0.0,1.0
-2.66,3.58,0.0,1.0
-2.7,3.48,0.0,1.0
-2.7,3.38,0.0,1.0
-2.79,3.32,0.0,1.0
-2.89,3.29,0.0,1.0
-2.93,3.19,0.0,1.0
-2.89,3.07,0.0,1.0
-2.83,2.98,0.0,1.0
-2.78,2.89,0.0,1.0
-2.67,2.79,0.0,1.0
-2.58,2.74,0.0,1.0
-2.46,2.66,0.0,1.0
-2.33,2.61,0.0,1.0
-2.24,2.56,0.0,1.0
-2.16,2.5,0.0,1.0
-2.03,2.39,0.0,1.0
-1.9,2.3,0.0,1.0
-1.82,2.22,0.0,1.0
-1.75,2.14,0.0,1.0
-1.77,2.28,0.0,1.0
-1.86,2.49,0.0,1.0
-1.91,2.61,0.0,1.0
-1.92,2.71,0.0,1.0
-1.97,2.8,0.0,1.0
-1.91,2.69,0.0,1.0
-1.84,2.58,0.0,1.0
-1.8,2.42,0.0,1.0
-1.77,2.28,0.0,1.0
-1.72,2.14,0.0,1.0
-1.72,2.02,0.0,1.0
-1.7,1.87,0.0,1.0
-1.7,1.77,0.0,1.0
-1.68,1.65,0.0,1.0
-1.66,1.51,0.0,1.0
-1.64,1.35,0.0,1.0
-1.62,1.24,0.0,1.0
-1.59,1.14,0.0,1.0
-1.57,1.04,0.0,1.0
-1.54,0.94,0.0,1.0
-1.52,0.83,0.0,1.0
-1.46,0.72,0.0,1.0
-1.41,0.63,0.0,1.0
-1.36,0.54,0.0,1.0
-1.3,0.45,0.0,1.0
-1.18,0.38,0.0,1.0
-1.07,0.32,0.0,1.0
-0.94,0.25,0.0,1.0
-0.86,0.18,0.0,1.0
-0.77,0.12,0.0,1.0
-0.6,0.05,0.0,1.0
-0.49,0.04,0.0,1.0
-0.37,0.0,0.0,1.0
-0.26,0.07,0.0,1.0
-0.17,0.16,0.0,1.0
-0.09,0.23,0.0,1.0
-0.11,0.33,0.0,1.0
0.01,0.33,0.0,1.0
0.11,0.41,0.0,1.0
0.16,0.51,0.0,1.0
0.26,0.58,0.0,1.0
0.32,0.66,0.0,1.0
0.4,0.76,0.0,1.0
0.45,0.86,0.0,1.0
0.5,0.95,0.0,1.0
0.53,1.05,0.0,1.0
0.54,1.16,0.0,1.0
0.6,1.24,0.0,1.0
0.59,1.36,0.0,1.0
0.58,1.46,0.0,1.0
0.51,1.54,0.0,1.0
0.5,1.66,0.0,1.0
0.49,1.76,0.0,1.0
0.49,1.86,0.0,1.0
0.48,1.97,0.0,1.0
0.47,2.07,0.0,1.0
0.47,2.17,0.0,1.0
0.46,2.27,0.0,1.0
0.43,2.37,0.0,1.0
0.42,2.47,0.0,1.0
0.4,2.58,0.0,1.0
0.39,2.68,0.0,1.0
0.37,2.78,0.0,1.0
0.35,2.9,0.0,1.0
0.32,3.0,0.0,1.0
0.31,3.11,0.0,1.0
0.29,3.23,0.0,1.0
0.28,3.34,0.0,1.0
0.23,3.44,0.0,1.0
0.24,3.54,0.0,1.0
0.21,3.64,0.0,1.0
0.19,3.74,0.0,1.0
0.16,3.84,0.0,1.0
0.1,3.94,0.0,1.0
0.06,4.05,0.0,1.0
-0.01,4.14,0.0,1.0
-0.09,4.2,0.0,1.0
-0.2,4.26,0.0,1.0
-0.32,4.3,0.0,1.0
-0.44,4.32,0.0,1.0
-0.54,4.34,0.0,1.0
-0.69,4.36,0.0,1.0
-0.85,4.34,0.0,1.0
-1.12,4.28,0.0,1.0
-1.22,4.25,0.0,1.0
-1.31,4.3,0.0,1.0
-1.41,4.35,0.0,1.0
-1.51,4.37,0.0,1.0
-1.66,4.41,0.0,1.0
-1.77,4.44,0.0,1.0
-1.88,4.45,0.0,1.0
-1.98,4.46,0.0,1.0
-2.08,4.46,0.0,1.0
-2.19,4.45,0.0,1.0
-2.32,4.43,0.0,1.0
-2.43,4.38,0.0,1.0
-2.54,4.34,0.0,1.0
-2.73,4.25,0.0,1.0
-2.83,4.16,0.0,1.0
-2.88,4.06,0.0,1.0
-2.91,3.96,0.0,1.0
-2.96,3.87,0.0,1.0
-2.99,3.76,0.0,1.0
-3.0,3.63,0.0,1.0
-3.02,3.53,0.0,1.0
-2.98,3.43,0.0,1.0
-2.95,3.3,0.0,1.0
-2.91,3.19,0.0,1.0
-2.86,3.08,0.0,1.0
-2.82,2.98,0.0,1.0
-2.76,2.87,0.0,1.0
-2.75,2.77,0.0,1.0
-2.73,2.66,0.0,1.0
-2.69,2.54,0.0,1.0
-2.66,2.43,0.0,1.0
-2.61,2.33,0.0,1.0
-2.55,2.21,0.0,1.0
-2.52,2.11,0.0,1.0
-2.49,2.0,0.0,1.0
-2.43,1.89,0.0,1.0
-2.38,1.76,0.0,1.0
-2.35,1.66,0.0,1.0
-2.31,1.54,0.0,1.0
-2.26,1.45,0.0,1.0
-2.2,1.31,0.0,1.0
-2.16,1.19,0.0,1.0
-2.11,1.1,0.0,1.0
-2.05,0.97,0.0,1.0
-2.02,0.87,0.0,1.0
-1.96,0.76,0.0,1.0
-1.92,0.65,0.0,1.0
